1364,16296,-1084
1164,16152,-1264
1448,16152,-1696
1380,16224,-1708
1148,16268,-1844
1292,16236,-1632
1260,16140,-1880
1252,16316,-1744
1176,16320,-1632
1124,16216,-1692
1420,16228,-1776
1260,16200,-1608
1436,16100,-2000
988,16232,-1896
1092,16272,-2000
1060,16212,-2232
1448,16136,-2080
1560,16240,-2012
1464,16084,-2088
1316,16064,-1936
1364,16160,-1972
1240,16124,-2008
1184,16124,-1936
1256,16168,-1852
1168,16108,-1916
1216,16064,-1848
1232,15944,-1836
1260,15904,-1792
1104,15676,-1812
1316,15532,-2000
984,15312,-1680
1132,14712,-1768
996,14272,-1744
800,13404,-1508
876,11888,-1640
720,10640,-1448
1016,8540,-1608
724,5788,-1284
-1376,-13604,255
11412,-10116,255
1384,-1512,1328
6160,-464,-1452
2668,-344,-816
-1816,-1012,20544
1144,-36,7284
1104,3700,19244
796,3408,255
1628,748,22884
1568,1708,6232
2328,3604,6292
4948,7164,8444
-6824,6164,2904
2836,5388,5996
1168,5336,12804
-1028,5344,17412
-1568,3724,15516
-1588,2992,14480
-424,1728,17068
164,1980,17744
644,1808,17804
1076,1776,17356
1028,2088,16944
716,2104,16432
576,2468,15872
552,2708,15432
452,2988,14956
524,3320,14576
620,3508,14328
720,3780,14056
880,3860,13908
972,3892,14128
960,3940,14248
872,3776,14600
764,3564,15024
752,3512,15256
828,3348,15688
1024,3204,15936
1028,3284,15752
1092,3300,15516
992,3296,15380
844,3404,15060
916,3492,15028
1040,3464,14812
1056,3448,14968
1064,3476,15296
896,3376,15368
1048,3464,15408
1088,3452,15356
960,3316,15372
988,3404,15216
992,3340,15216
1040,3416,15260
1068,3436,15060
1000,3372,15264
1068,3480,15324
928,3288,15368
1064,3456,15176
1068,3368,15348
916,3412,15272
1000,3520,15124
1048,3328,15224
1088,3476,15320
1028,3396,15544
1104,3460,15468
1008,3436,15396
976,3312,15272
1028,3312,15204
1000,3480,15144
1004,3432,15292
1048,3412,15340
1056,3392,15344
1048,3272,15352
1056,3452,15344
872,3396,15188
