MAXIMO_X,MAXIMO_Y,MAXIMO_Z,MINIMO_X,MINIMO_Y,MINIMO_Z,MEDIA_X,MEDIA_Y,MEDIA_Z,MODA_X,MODA_Y,MODA_Z,MEDIANA_X,MEDIANA_Y,MEDIANA_Z,VARIANZA_X,VARIANZA_Y,VARIANZA_Z,TIPO,TEXTO_TIPO
5940,24356,5192,-8940,8392,-2196,-1525,15804,1341,-1272,15720,300,-1728,-1728,-1728,2275,2148,1465,1,BAJAR_ESCALERAS
3108,20248,3440,-11848,11920,-4408,-2379,15487,1161,-6580,13376,2736,-3332,-3332,-3332,2836,1678,1894,1,BAJAR_ESCALERAS
5796,24056,4580,-8784,7292,-2292,-3046,15406,1305,-4444,14328,2880,-4568,-4568,-4568,2281,2229,1614,1,BAJAR_ESCALERAS
5480,23764,5176,-9076,9472,-4160,-2578,15458,1253,-1688,14824,-908,-4464,-4464,-4464,2707,2443,1687,1,BAJAR_ESCALERAS
1856,23712,4864,-9628,11032,-3132,-2560,15495,1237,-1348,15396,-1252,-2552,-2552,-2552,2198,2123,1502,1,BAJAR_ESCALERAS
3308,23616,3960,-10392,5628,-2924,-2153,15774,1099,-1176,15292,56,-10392,-10392,-10392,2591,2661,1300,1,BAJAR_ESCALERAS
6060,25260,2880,-7140,10356,-5344,-403,16087,5,2128,15816,-1388,-1716,-1716,-1716,2620,2082,1674,1,BAJAR_ESCALERAS
1512,24588,6424,-9428,10560,-6164,-2263,15756,827,-364,15824,-480,-340,-340,-340,2164,2422,1599,1,BAJAR_ESCALERAS
1132,26692,4968,-10240,7400,-2852,-2945,15666,1002,-2376,15732,228,-9796,-9796,-9796,2184,2469,1429,1,BAJAR_ESCALERAS
4452,27896,3192,-8616,8604,-3356,-2785,15438,1050,-2072,15652,1132,-6140,-6140,-6140,2170,2582,1301,1,BAJAR_ESCALERAS
2208,27788,7800,-7812,3360,-96,-1878,15236,2989,-2176,14748,2128,-2384,-2384,-2384,1748,2890,1745,1,BAJAR_ESCALERAS
4720,21540,3796,-9748,7088,-2624,-2547,15645,1071,-1944,15816,2124,-1456,-1456,-1456,2369,2407,1353,1,BAJAR_ESCALERAS
2636,29496,9440,-7064,4948,-644,-2714,15237,3457,-3788,13552,2464,-3788,-3788,-3788,1607,2724,1845,1,BAJAR_ESCALERAS
4136,22624,6228,-8716,9440,-4408,-2574,15495,1332,-2836,15852,824,-4392,-4392,-4392,2117,1859,1549,1,BAJAR_ESCALERAS
2660,22432,12920,-8488,9884,500,-3064,14956,3362,-2948,14904,816,-2888,-2888,-2888,1890,1963,1863,1,BAJAR_ESCALERAS
2300,20276,4244,-9900,11324,-4648,-3052,15337,1491,-5148,12996,1860,-5148,-5148,-5148,2187,1765,1745,1,BAJAR_ESCALERAS
3896,18988,13508,-7340,9768,948,-2807,15015,4082,-6696,15620,3064,-4552,-4552,-4552,2087,1640,2147,1,BAJAR_ESCALERAS
6828,26868,3260,-6352,9792,-5332,1009,16304,-406,1444,15928,-5132,4436,4436,4436,2333,2977,1837,1,BAJAR_ESCALERAS
3972,23672,3300,-6168,11168,-3968,-1128,15728,432,-2648,15852,816,-920,-920,-920,1989,1969,1751,1,BAJAR_ESCALERAS
2348,24632,10456,-7236,9268,-3436,-2041,15619,1811,-7236,14892,-620,288,288,288,2057,2543,2055,1,BAJAR_ESCALERAS
4368,23264,3340,-6488,10932,-4544,-1820,16050,-503,-300,14644,464,-12,-12,-12,2289,2222,1885,1,BAJAR_ESCALERAS
3524,27032,4676,-8072,7440,-4908,-702,15941,-40,804,14028,888,-7344,-7344,-7344,2461,3069,1809,1,BAJAR_ESCALERAS
3036,25984,8412,-5508,11792,-1664,-631,15926,1642,180,16328,576,-300,-300,-300,1377,2257,2050,1,BAJAR_ESCALERAS
6552,23480,8312,-5784,7432,-2316,-432,15729,1384,-460,13708,1236,-5784,-5784,-5784,1868,2352,1887,1,BAJAR_ESCALERAS
3048,23764,2072,-8372,11304,-5400,-1749,16062,-1163,-688,15348,-2468,-2720,-2720,-2720,2130,2124,1773,1,BAJAR_ESCALERAS
2192,26084,8844,-5044,11724,-1152,-977,15898,1785,-1396,14816,-1152,360,360,360,1459,2490,1849,1,BAJAR_ESCALERAS
1712,28952,8400,-5976,10056,-1528,-975,15955,1698,-760,15896,-1528,-140,-140,-140,1528,2430,1827,1,BAJAR_ESCALERAS
4412,25100,2544,-7392,11308,-5548,-603,16164,-578,-388,15140,1336,752,752,752,2025,2282,2144,1,BAJAR_ESCALERAS
2628,27048,9100,-5444,10572,-1780,-866,15895,1409,-1704,15808,-92,-2868,-2868,-2868,1613,2575,1969,1,BAJAR_ESCALERAS
1740,31140,9104,-6948,9188,-2332,-1969,15738,2060,-2076,13808,156,-4908,-4908,-4908,1548,2905,2503,1,BAJAR_ESCALERAS
2380,22300,9516,-5676,9504,-1012,-2098,15764,1678,-3568,15628,992,-4172,-4172,-4172,1500,2127,1873,1,BAJAR_ESCALERAS
2188,21920,2132,-4980,12004,-2476,-1647,15849,315,-4980,15392,176,-2828,-2828,-2828,1485,1715,1255,1,BAJAR_ESCALERAS
5080,26844,9292,-7004,11344,-840,-1591,15648,2019,-1180,15456,612,-3696,-3696,-3696,1710,1986,1753,1,BAJAR_ESCALERAS
1160,32172,9756,-6772,10768,-1344,-2075,15655,1861,-3704,15708,108,-4340,-4340,-4340,1633,2578,1875,1,BAJAR_ESCALERAS
1892,19024,8072,-7756,11720,-756,-2294,15518,2238,-828,14444,268,-5676,-5676,-5676,1938,1563,1935,1,BAJAR_ESCALERAS
80,27236,8864,-7184,11688,-1512,-2772,15608,2269,-3672,11688,1216,-3116,-3116,-3116,1776,2445,2026,1,BAJAR_ESCALERAS
2496,23812,2388,-6160,11172,-3280,-1996,15822,278,-1612,15224,1400,-1204,-1204,-1204,2034,2011,1511,1,BAJAR_ESCALERAS
1196,20872,9680,-6996,11436,-1348,-2480,15517,2275,-3388,13264,988,1196,1196,1196,1793,1778,1932,1,BAJAR_ESCALERAS
4136,22464,8640,-7568,11616,-1048,-2258,15713,1853,-3584,14596,-300,-2212,-2212,-2212,1927,1770,1840,1,BAJAR_ESCALERAS
1988,21804,3536,-7048,10500,-4704,-2148,15730,-157,-3936,15376,-456,120,120,120,1874,2070,1951,1,BAJAR_ESCALERAS
3352,26352,9304,-9584,8160,-1336,-823,15433,3234,240,13352,188,-2968,-2968,-2968,2312,2949,2130,1,BAJAR_ESCALERAS
2776,28876,13496,-7024,4776,-316,-1832,15380,3631,-2812,13636,2460,-2208,-2208,-2208,1876,2983,2301,1,BAJAR_ESCALERAS
1652,22436,11188,-7684,8408,304,-2162,15270,3482,-1872,15648,1892,-7056,-7056,-7056,1890,2167,2057,1,BAJAR_ESCALERAS
3232,24576,10372,-8188,8732,-364,-2200,15279,3448,-2900,13788,464,-1236,-1236,-1236,1896,2230,2145,1,BAJAR_ESCALERAS
2116,26400,11556,-7532,10544,-8,-2088,15554,3363,-7532,15176,2776,-1956,-1956,-1956,2068,2648,2202,1,BAJAR_ESCALERAS
4332,23120,10520,-10056,10164,-404,-1984,15271,3692,-5852,14456,2712,-2168,-2168,-2168,2481,2285,2333,1,BAJAR_ESCALERAS
724,25416,4316,-6932,11188,-5156,-2147,15800,1485,-2040,15564,740,-1784,-1784,-1784,1450,2032,1704,1,BAJAR_ESCALERAS
4640,22804,4656,-11460,255,-7780,-1746,15418,2009,-2304,15532,2152,2468,2468,2468,2178,2852,1581,1,BAJAR_ESCALERAS
3532,21068,11912,-8836,8488,-144,-2469,15133,3400,-3980,14032,2480,464,464,464,2159,2037,1930,1,BAJAR_ESCALERAS
5664,25552,10060,-9008,10316,-1216,-1890,15267,2878,-3632,13468,1992,-3632,-3632,-3632,2532,2468,2003,1,BAJAR_ESCALERAS
2340,21100,4408,-10448,11720,-2096,-3775.96,15531.06,616.47,-4136,14056,1964,-4116,-4116,-4116,2387.08,1652.63,1279.81,2,CAMINAR
3400,24396,3240,-14288,11956,-1680,-3584.09,15645.57,640,-5044,14440,-1216,-5260,-5260,-5260,2513.14,2278.85,1142.85,2,CAMINAR
4700,26032,3652,-20548,11196,-4072,-3213.45,15681.19,537.66,-20548,15340,-4072,-5852,-5852,-5852,3146.72,2564.29,1430.79,2,CAMINAR
1476,23376,4936,-14556,10052,-4208,-3355.66,15675.45,329.4,-3272,12868,1764,1476,1476,1476,2452.42,2323.13,1291.14,2,CAMINAR
3032,25608,3616,-12428,10992,-2456,-3288.51,15818.51,745.15,-4652,10992,-196,-5940,-5940,-5940,2815.41,2639.69,1306.22,2,CAMINAR
2256,23312,3876,-11300,12252,-1496,-3388.95,15632.53,637,-2316,14952,-1496,-1272,-1272,-1272,2603.98,1906.43,1462.45,2,CAMINAR
2056,24500,3096,-13372,11560,-1984,-3801.4,15606.55,786.43,-13372,17032,1196,-9856,-9856,-9856,2932.61,2374.73,1290.03,2,CAMINAR
3988,24840,3364,-11316,11308,-2492,-3740.98,15492.77,676.13,-4672,14184,184,-3516,-3516,-3516,2480.18,2169.06,1347.07,2,CAMINAR
2072,24400,4124,-10768,8892,-1160,-3829.79,15514.3,1340.17,-4692,15316,1120,-3516,-3516,-3516,2232.2,2085.79,1318.66,2,CAMINAR
2424,22704,4696,-9720,8240,-2016,-3739.79,15568.3,714.94,-6488,14092,-360,-1440,-1440,-1440,2159.68,2322.77,1399.63,2,CAMINAR
2632,23480,3984,-10140,11576,-1296,-3563.74,15583.87,1160.94,-4112,15572,904,-1120,-1120,-1120,2256.38,1981.91,1210.21,2,CAMINAR
3672,24500,4016,-10416,10644,-1520,-3870.77,15428.3,911.23,-3648,15748,-548,-6096,-6096,-6096,2461.75,2174.16,1093.16,2,CAMINAR
1896,21668,4124,-10664,10708,-1312,-3542.34,15422,1221.91,-4504,14928,1500,-688,-688,-688,2259.16,1981.67,1038.07,2,CAMINAR
4600,19236,3396,-8552,11340,-1456,-3153.36,15620.72,937.91,-3260,15432,760,-3232,-3232,-3232,1870.64,1213.06,1089.17,2,CAMINAR
1244,28028,3760,-10556,10972,-2060,-3353.06,15504.04,1212.6,-4124,17060,920,-5012,-5012,-5012,2255.67,2510.49,1371.22,2,CAMINAR
4860,23676,4924,-12344,9812,-1264,-2858.21,15627.36,1223.96,-2448,16344,-1264,-7732,-7732,-7732,3019.28,2294.91,1351.93,2,CAMINAR
2424,22704,4696,-9720,8240,-2016,-3739.79,15568.3,714.94,-6488,14092,-360,-1440,-1440,-1440,2159.68,2322.77,1399.63,2,CAMINAR
3104,26336,4668,-10120,10212,-808,-3142.98,15546.72,1698.26,-3768,15244,492,-6876,-6876,-6876,2666.62,2586.04,1359.31,2,CAMINAR
3168,23912,3472,-9876,10516,-1012,-2945.91,15568.89,1331.96,-9876,14796,84,-1532,-1532,-1532,2432.77,2174.68,1186.28,2,CAMINAR
5848,25212,4112,-9316,11556,-1300,-3074.72,15490.55,1892.98,-4196,14560,1296,-4580,-4580,-4580,2619.71,2302.79,1291.11,2,CAMINAR
6928,24676,5640,-9772,9760,-1088,-2916.6,15595.62,1519.28,-2168,13936,1144,-3472,-3472,-3472,2472.7,2198.35,1226.57,2,CAMINAR
5552,26560,4444,-9304,10816,-1360,-2802.26,15739.96,1691.28,-2904,15364,2228,-1724,-1724,-1724,2512.19,2250.93,1408.07,2,CAMINAR
3084,23496,4928,-10732,9608,-2052,-3164.38,15552.98,1074.89,-3608,15340,-276,-3248,-3248,-3248,2738.14,2304.46,1458,2,CAMINAR
4268,23132,6104,-11268,10628,-1652,-2550.51,15699.83,1539.4,-3744,15836,172,-7184,-7184,-7184,2756.21,2225.38,1367.53,2,CAMINAR
6216,21472,4088,-12464,12124,-1440,-2635.23,15654.72,1638.89,-2676,12788,-144,-2244,-2244,-2244,2880.91,2071.05,1275.21,2,CAMINAR
4468,24440,4776,-12260,11700,-1336,-2491.06,15674.85,1416.38,-2220,13192,1584,1048,1048,1048,2713.08,2182.16,1458.21,2,CAMINAR
4912,23752,4128,-14220,9128,-3912,-2860.85,15500.55,1419.45,-4700,15232,636,1496,1496,1496,2950.76,2660.84,1530.92,2,CAMINAR
3132,21392,4556,-9280,10656,-1124,-2758.47,15449.36,1766.38,-3688,15268,2660,-7064,-7064,-7064,2546.39,2094.71,1379.1,2,CAMINAR
5116,22292,3568,-9596,10172,-2232,-2655.83,15645.28,1201.11,-3320,14164,192,-3712,-3712,-3712,2558.7,2105.76,1198.31,2,CAMINAR
3992,23536,4524,-9500,11636,-2016,-3189.7,15577.74,1391.62,-9500,13588,-16,-2668,-2668,-2668,2577.67,2013.71,1498.22,2,CAMINAR
3240,24460,4836,-10068,11052,-1436,-2747.49,15613.11,1416,-1604,14444,704,-1316,-1316,-1316,2603.84,2648.05,1324.74,2,CAMINAR
6304,24384,4584,-11628,10996,-3848,-2668.47,15599.53,1356.68,-3600,13648,220,-4232,-4232,-4232,2743.79,2567.8,1554.53,2,CAMINAR
3116,21176,4484,-10052,11108,-1412,-2564.26,15600.09,1551.4,-1476,13464,-112,-148,-148,-148,2888.19,2155.31,1491.59,2,CAMINAR
4168,22232,4180,-13392,11456,-980,-2218.43,15702.04,1945.87,-2860,15572,2020,-3672,-3672,-3672,2945.74,2130.75,1177.67,2,CAMINAR
5656,22740,4776,-9356,9612,-780,-2288.81,15697.28,1817.7,-3056,14016,532,-100,-100,-100,2433.74,2460.66,1251.72,2,CAMINAR
2504,21328,5512,-8740,10056,-848,-3108.17,15499.19,1110.43,-4104,15772,-512,-4380,-4380,-4380,2157.57,1970.87,1423.32,2,CAMINAR
5744,22232,5248,-10176,10296,-1248,-2567.45,15547.45,1896.68,-10176,14940,2376,1932,1932,1932,2556.58,2274.05,1228.15,2,CAMINAR
2784,23228,4492,-9556,11240,-1140,-2881.49,15670.47,1535.74,-3088,15348,100,-2412,-2412,-2412,2333.13,2252.83,1185.36,2,CAMINAR
8748,21884,6516,-16400,10900,-1252,-2686.43,15496.94,1857.83,-2488,15112,3004,-3500,-3500,-3500,3130.45,2119.4,1626.76,2,CAMINAR
4512,23420,4440,-11776,11196,-1192,-2230,15807.83,1538.21,-2988,13980,796,3740,3740,3740,2683.08,2435.64,1274.9,2,CAMINAR
4244,25512,4476,-9372,9704,-1388,-2552.51,15588,1356.09,-4720,13192,-520,-2780,-2780,-2780,2729.4,3052.19,1341.22,2,CAMINAR
7064,21428,5172,-12556,11192,-1456,-2518.64,15602.43,1771.45,-4704,11192,1824,-2252,-2252,-2252,3025.7,2092.05,1517.64,2,CAMINAR
7424,24144,5916,-17420,7428,-8576,-1451.57,16124.47,-230.13,-17420,15280,-2008,-8556,-8556,-8556,3710.35,3086.74,2108.53,2,CAMINAR
2988,21424,6532,-11172,8032,-3564,-5362.04,14837.74,1859.23,-5344,14852,1096,-8092,-8092,-8092,2696.9,2215.1,1956.92,2,CAMINAR
596,22584,5200,-14624,9792,-3208,-6038.47,14539.57,1990.64,-8028,12896,1836,-11488,-11488,-11488,2936.37,2514.34,1755.98,2,CAMINAR
1488,23432,5960,-15868,8868,692,-5903.28,14606.98,2648.21,-5764,8868,800,-6956,-6956,-6956,2975.37,2912.68,1138.02,2,CAMINAR
88,21760,4884,-14624,8404,-1012,-6239.45,14466.21,2219.02,-4856,12208,1704,-6048,-6048,-6048,2796.25,2851.7,1266.01,2,CAMINAR
-868,22188,7652,-16760,6420,-348,-6545.11,14000.58,2704.32,-5580,11848,1104,-9216,-9216,-9216,2968.26,2485.19,1624.08,2,CAMINAR
2456,23804,4604,-9472,10600,-1492,-2565.57,15589.91,1474.3,-2184,13724,368,-1044,-1044,-1044,2508.06,2467.13,1369.36,2,CAMINAR
3240,24460,4836,-10068,11052,-1436,-2747.49,15613.11,1416,-1604,14444,704,-1316,-1316,-1316,2603.84,2648.05,1324.74,2,CAMINAR
3424,21228,7908,-8556,11772,-80,-2354.77,15204.51,3017.5,-2668,14372,584,-4148,-4148,-4148,2626.13,1536,1958.11,3,SUBIR_ESCALERAS
4676,24368,7856,-8364,11628,-452,-2120.04,15393.91,3401.8,-2076,14204,352,-5536,-5536,-5536,2437.9,1875.3,1959.79,3,SUBIR_ESCALERAS
2244,20392,7132,-9308,11552,108,-2952.26,14913.02,3400.95,-2496,13244,1580,-3556,-3556,-3556,2177.68,1615.65,2010.55,3,SUBIR_ESCALERAS
4036,22096,6816,-8888,11608,-1156,-2637.79,15370.47,2841.54,-4772,15696,804,-104,-104,-104,2559.52,1814.26,1976.79,3,SUBIR_ESCALERAS
1644,23060,6224,-7916,11500,-1556,-2828.26,15321.11,2613.07,-5508,15724,2036,-4672,-4672,-4672,1992.19,1686.94,1830.19,3,SUBIR_ESCALERAS
4152,21128,8664,-7140,12000,-312,-2080.72,15146.47,3575.37,-3976,14308,540,-1024,-1024,-1024,2285.59,1772.08,2148.23,3,SUBIR_ESCALERAS
3576,27908,6548,-6660,8908,-1820,-2000.47,15563.49,2208.05,-1108,12100,1472,-56,-56,-56,2281.13,2177.86,2110.8,3,SUBIR_ESCALERAS
6596,21792,8032,-8260,11944,-196,-2074.85,15341.74,2940.39,-3712,16092,1576,-2832,-2832,-2832,2357.03,1818.19,2028.01,3,SUBIR_ESCALERAS
908,19976,4100,-9768,11292,-1196,-3513.66,15419.91,1365.37,-3444,14568,-24,-3788,-3788,-3788,1742.1,1447.5,1206.18,3,SUBIR_ESCALERAS
2788,20672,8804,-7208,11580,336,-2419.74,15269.19,3271.54,-4620,13584,1932,-5340,-5340,-5340,2187.55,1622.16,1977.55,3,SUBIR_ESCALERAS
1476,25892,3424,-10000,10212,-2968,-4064.55,15531.32,942.52,-5376,15404,-324,-3852,-3852,-3852,1557.06,1855.5,1071.26,3,SUBIR_ESCALERAS
4700,20056,7096,-7404,11560,20,-2350.34,15247.91,3483.16,-1856,15636,1952,-6364,-6364,-6364,2171.69,1670.23,1817.35,3,SUBIR_ESCALERAS
304,21504,3184,-8792,11820,-1604,-3533.19,15745.19,944.84,-3120,14388,-292,-1896,-1896,-1896,1666.01,1637.52,1097.4,3,SUBIR_ESCALERAS
2044,19092,7780,-6696,11836,700,-2678.04,15082.55,3646.61,-2724,12940,1936,-3216,-3216,-3216,1755.31,1329.51,1990.79,3,SUBIR_ESCALERAS
2068,19428,7400,-6316,11812,744,-2593.49,14969.49,4209.29,672,14552,2504,-5628,-5628,-5628,1946.67,1361.55,1794.29,3,SUBIR_ESCALERAS
-668,21000,3480,-9540,12116,-652,-3839.23,15399.4,1450.78,-2764,15172,1032,-4632,-4632,-4632,1674.05,1577.82,864.47,3,SUBIR_ESCALERAS
1292,18952,8620,-9548,9960,44,-2997.79,14984.85,3890.14,-3816,14788,1676,-8400,-8400,-8400,2178.4,1693.86,2062.18,3,SUBIR_ESCALERAS
4792,20892,4952,-4280,11752,-196,510.09,16105.7,2012.18,-1024,16076,44,-1224,-1224,-1224,1975.18,1794.46,1434.14,3,SUBIR_ESCALERAS
1964,20208,5541,-5040,11648,-896,-1569.53,15766.94,2426.52,-3860,14496,20,-2780,-2780,-2780,1704.1,1487.79,1793.9,3,SUBIR_ESCALERAS
1556,20056,6164,-6760,12420,-1212,-2146.51,15628.47,2447.67,-3292,14436,368,-996,-996,-996,1961.64,1624.39,1707.55,3,SUBIR_ESCALERAS
2012,26856,4140,-9360,9656,-2440,-2122.3,16241.36,577.73,-5748,16020,-240,-480,-480,-480,2086.13,2253.7,1171.76,3,SUBIR_ESCALERAS
4088,21512,6088,-6944,11228,-1128,-1423.49,15653.53,2057.69,-3188,15144,-300,332,332,332,2376.08,1923.93,1844.36,3,SUBIR_ESCALERAS
6012,21120,5752,-6172,13092,-1164,-867.79,15797.15,1971.93,-4548,14860,2092,2040,2040,2040,2259.86,1559.16,1751,3,SUBIR_ESCALERAS
5116,23344,6296,-6888,12596,-1408,-1064.6,15786.81,2375.67,-4992,14924,1708,-1268,-1268,-1268,2268.57,1749.46,1765.69,3,SUBIR_ESCALERAS
1212,21268,2276,-6344,12212,-2568,-1665.66,16034.43,260.76,-3284,15916,-1064,-1740,-1740,-1740,1823.6,1509.34,1365.52,3,SUBIR_ESCALERAS
5384,20392,5544,-5844,12352,-1260,-1071.19,15674,2391.65,-2224,13832,-44,1012,1012,1012,2108.8,1547.9,1891.02,3,SUBIR_ESCALERAS
1288,22388,2692,-7020,11080,-2120,-1644.17,16032.47,367.67,-3048,15856,-740,-396,-396,-396,1659.27,1746.32,1203.2,3,SUBIR_ESCALERAS
2692,19000,6164,-6764,12968,-1824,-1065.83,15713.57,2249.93,-3364,14528,2020,172,172,172,2059.99,1286.74,1860.86,3,SUBIR_ESCALERAS
2264,23796,2196,-6080,10252,-2812,-2010.85,15990.04,-93.1,-2560,13324,-1800,-1580,-1580,-1580,1798.56,1917.58,1393.37,3,SUBIR_ESCALERAS
336,22780,1740,-8864,12400,-3336,-3034.04,15885.45,218.71,-7812,12800,1180,-2908,-2908,-2908,1787.75,1764.91,1088.83,3,SUBIR_ESCALERAS
372,24232,2092,-7752,12672,-2308,-2493.49,15989.49,274.59,-2544,15868,-1944,-1404,-1404,-1404,1414.86,1746.95,1208.6,3,SUBIR_ESCALERAS
1728,20512,7360,-6280,12988,-1712,-2001.06,15486.64,2614.1,-4080,13920,2072,-1740,-1740,-1740,1958.86,1357.3,2027.39,3,SUBIR_ESCALERAS
4440,20332,6828,-6840,11600,-1104,-2215.15,15449.06,2405.54,-6492,14692,572,956,956,956,2140.45,1520.13,2064.67,3,SUBIR_ESCALERAS
4320,21012,6908,-8108,10788,-632,-2259.74,15459.45,2685.24,-3820,14136,2396,-1996,-1996,-1996,2156.4,1705.14,1859.03,3,SUBIR_ESCALERAS
-464,21944,2708,-6884,12304,-2772,-3135.79,15787.74,354.22,-2424,16212,-1008,-464,-464,-464,1450.08,1695.88,1325.83,3,SUBIR_ESCALERAS
2872,21672,2876,-7664,10940,-2200,-2947.57,15841.66,438.9,-5060,15288,-1088,-1872,-1872,-1872,1766.23,1924.87,1360.83,3,SUBIR_ESCALERAS
7548,19820,6464,-7420,12624,-808,-2114.68,15561.32,2563.01,-3160,16112,-296,-684,-684,-684,2186.22,1523.57,1895.01,3,SUBIR_ESCALERAS
3424,20064,5416,-9460,12480,-932,-2322.26,15413.32,2561.07,-4912,12620,0,-700,-700,-700,2353.24,1595.45,1680.09,3,SUBIR_ESCALERAS
3472,19728,6680,-6488,12692,-1376,-2214.09,15549.06,2774.73,-5468,15664,3444,-5340,-5340,-5340,2028.52,1464.34,2009.26,3,SUBIR_ESCALERAS
2692,19444,7464,-5788,12812,-1432,-1762.38,15598.47,2527.03,-3212,14016,932,-2944,-2944,-2944,1854.05,1447.59,2008.33,3,SUBIR_ESCALERAS
3032,20480,7816,-7876,12024,-792,-2345.23,15072.89,3667.54,-888,13432,6740,828,828,828,2135.56,1700.58,2379.84,3,SUBIR_ESCALERAS
2852,21392,8664,-6572,12312,-696,-2375.96,15075.74,3938.99,-4528,13728,1376,-2488,-2488,-2488,1998.69,1619.21,2412.23,3,SUBIR_ESCALERAS
4668,20340,9080,-7196,11532,-520,-2960.89,14868.77,3846.99,-3572,13968,1496,-2644,-2644,-2644,2058.51,1572.52,2674.83,3,SUBIR_ESCALERAS
6420,21736,11120,-8316,11376,-216,-2814.34,15009.96,3848.01,-5244,12892,1236,-1384,-1384,-1384,2374.56,1821.46,2444.76,3,SUBIR_ESCALERAS
3108,19716,8512,-7544,11516,-344,-2693.96,15040.47,3730.9,-4112,13648,2352,-712,-712,-712,1978.58,1789.69,2550.45,3,SUBIR_ESCALERAS
1276,23924,3896,-6884,10716,-1648,-2724.89,15647.4,1653.84,-5100,13640,336,-3064,-3064,-3064,1580.75,1975.89,1388.44,3,SUBIR_ESCALERAS
716,22440,3596,-9360,11840,-2528,-3172.21,15749.62,1196.48,-4908,13324,3092,-276,-276,-276,1701.69,1883.45,1366.13,3,SUBIR_ESCALERAS
2604,20884,9708,-7548,10016,-1264,-2557.19,15181.96,3684.35,-5492,15572,456,-4480,-4480,-4480,1946.51,1748.02,2517.78,3,SUBIR_ESCALERAS
1604,22888,8980,-9320,11256,-1000,-3650.21,14994.51,3259.63,-5724,14728,5056,-460,-460,-460,2459.24,2141.75,2417.8,3,SUBIR_ESCALERAS
1028,21396,9184,-9044,11356,-820,-3533.28,14807.32,3623.37,-4808,13268,140,-3432,-3432,-3432,2085.07,1782.56,2532.07,3,SUBIR_ESCALERAS
6232,16340,3736,-32768,-6644,-27696,-956.63,6265.21,-11382.8,-800,2032,-17752,-800,-800,-800,4471.21,6766.62,8101.27,4,CAIDAS
15228,17644,5504,-32768,-32768,-27784,-1402.42,7349.79,-9992.2,-1200,2720,-17564,-32768,-32768,-32768,5533.49,8405.92,8360.69,4,CAIDAS
124,16372,-1368,-384,16064,-1948,-151.95,16231.68,-1626.21,-176,16244,-1568,20,20,20,106.49,52.98,120.96,4,CAIDAS
21660,16528,-284,-6168,-152,-32768,7048.63,7717.79,-8611.47,12792,2340,-11976,21660,21660,21660,6485.43,6498.37,6208.67,4,CAIDAS
7744,17788,-40,-14848,-3912,-26928,-5858.53,7994.93,-8791.68,-11044,2332,-13228,-14848,-14848,-14848,6100.93,6651.58,5767.5,4,CAIDAS
10304,16292,7436,-31440,-3336,-31612,-10057.26,6271.53,-6173.71,-14220,16188,-8132,-14372,-14372,-14372,8713.4,6367.41,4720.04,4,CAIDAS
31944,19180,13808,-26672,-4404,-30496,-7781.11,6866.99,-4611.59,-14760,1416,-7472,-7500,-7500,-7500,9418.66,6804.52,5714.11,4,CAIDAS
5184,16284,23048,-32092,-6588,-32768,-8998.07,7108.89,1530.58,-14996,3436,2728,-15148,-15148,-15148,8202.2,6018.51,6982.56,4,CAIDAS
7316,16376,16720,-27288,-2624,-3208,-1613,9193.16,6142.47,744,4032,14644,928,928,928,4078.07,6022.25,8024.38,4,CAIDAS
2736,16304,16732,-21528,-14368,-2204,-1289.11,8135.05,6713.99,712,3816,14836,-2628,-2628,-2628,2984.93,6684.76,8236.46,4,CAIDAS
8852,16444,19360,-11044,-12444,-2400,-523.53,10185.74,3904.93,684,16264,-1932,756,756,756,2941.56,6976.48,7863.76,4,CAIDAS
3236,16376,17164,-22492,-32768,-1920,-1920.68,8783.37,5749.2,-5036,3660,14100,812,812,812,4305.25,8144.73,7701.71,4,CAIDAS
7648,16356,22284,-32768,-11060,-5592,-1442.68,9285.95,5440.25,-3844,16180,-1776,516,516,516,4712.76,6805.32,8196.83,4,CAIDAS
13084,16280,20476,-10408,-14512,-4128,-1698.42,6769.32,7851.93,-4132,3408,14604,-8624,-8624,-8624,3508.06,6443.74,8174.52,4,CAIDAS
18308,16304,23016,-32768,-13292,-31080,432.05,8929.63,-7364.7,-32768,2180,-1788,944,944,944,7292.87,7819.13,9291.44,4,CAIDAS
5548,16356,28248,-32768,-11904,-3272,-1525.95,8968.11,5937.46,772,16212,-1772,536,536,536,4476.23,7042.61,8746.89,4,CAIDAS
13928,16420,13320,-25560,-15948,-24308,173.32,6949.83,-8746.13,784,2936,-17572,-21348,-21348,-21348,5452.84,7185.04,8834.82,4,CAIDAS
17816,16300,28668,-7636,-11432,-2292,4.89,7422.74,7516.93,-1068,3644,15148,2736,2736,2736,2502.53,6753.39,8605.89,4,CAIDAS
12248,16368,18404,-6260,-18188,-2392,5252.21,6912.32,6275,944,2032,12740,12248,12248,12248,4394.42,7730.01,6926.11,4,CAIDAS
6884,16348,29796,-7412,-13448,-1792,1131.68,6145.16,8405.39,1668,2268,-1636,-500,-500,-500,1452.09,7074.21,8663.99,4,CAIDAS
3532,16312,21820,-4964,-12556,-2148,1420.58,7658.63,6096.63,1148,2596,255,820,820,820,1449.53,7255.56,8307.73,4,CAIDAS
11412,16320,22884,-6824,-13604,-2232,1090.26,8641.95,5102.96,1260,16064,-2000,724,724,724,1855.52,7334.3,8368.71,4,CAIDAS
