-2732,15732,2372
-2636,15484,2344
-2600,15812,2468
-2532,15540,2384
-2520,15680,2576
-2332,15668,2532
-2576,15608,2396
-2608,15664,2412
-2564,15576,2416
-2604,15580,2396
-2496,15640,2464
-2464,15804,2652
-2388,15980,2720
-1920,15180,2880
-2812,16064,2736
-2420,15324,2744
-1828,15464,3228
-2092,15732,3248
-1928,14700,3100
-1968,15632,2544
-176,15356,3604
-144,15304,2636
-1912,13956,1564
-2584,11996,1076
436,16552,2452
1896,13560,2012
252,14812,2068
-2140,11504,2316
-608,19220,2700
-2160,14368,1428
-3884,15364,2412
-456,20400,5208
-2740,12228,32
-5348,18908,3008
-3480,12040,3140
-1236,13468,4872
-272,21076,10060
-1092,15432,5740
-6248,14112,5284
-2392,13876,5936
-4296,11292,6196
-4280,11412,6324
-3280,12580,5460
-4612,14620,4520
-7784,13860,2368
-2756,16196,2668
-3632,17024,1992
-3040,15664,2048
-2036,18052,2944
-1224,13696,1608
-3056,21532,-1216
2644,11020,2920
-4972,18828,3680
-5228,14804,4056
20,12796,1472
-3648,13536,-932
3036,16060,56
2560,12332,2892
528,15464,1908
1716,14056,4400
1816,16016,3852
3736,17160,3672
-952,13468,2608
-5596,14572,2400
-1632,12844,2312
-1840,15008,8464
5664,21892,8404
-3060,10316,7024
-5872,25552,5136
-9008,11944,5604
-5896,15788,4996
-2964,13680,5108
-3996,12280,5600
-3108,13872,3608
-3908,13156,3676
-7824,15964,2996
-1768,17952,240
-908,17216,380
-1072,17972,524
1480,14992,1540
-1512,14416,1720
-3708,15068,1184
-12,14768,-272
2392,16288,-996
2000,17828,1672
372,15252,532
-240,15044,1992
1624,12944,472
-3632,14388,316
592,14792,1200
-1756,16644,2496
-960,14208,2180
-1420,18624,1936
932,12996,2424
-4280,15040,4292
-9344,14976,6216
-2008,12948,3408
-4788,12900,3572
-4224,14724,3540
-6656,13244,3812
-3580,17400,2652
-1348,14908,3072
-2896,15796,3440
-4536,15436,3020
-4836,16448,1704
-1064,14216,1616
-1396,16780,1632
-4568,15924,636
-3420,16052,1600
752,15732,1016
-1968,15276,660
-564,14200,920
-384,15176,1148
2192,16408,1752
-4000,13432,1156
-4348,16892,968
780,16568,3736
-1740,16200,1872
-3480,16536,3048
-2520,14712,3592
-6164,17900,5496
-8360,18092,5788
-2556,15384,2832
-10000,11660,6164
-4924,17528,5080
-4996,12784,4812
-5308,12600,4512
-2664,12932,4100
-4200,13552,4336
-5836,16044,2924
-3332,15040,2904
-4048,15108,2928
-4680,16692,2776
-5372,19840,404
-4516,10752,572
-3432,17300,1256
192,14876,872
-676,14608,-752
-1236,16824,1444
1064,15928,2152
948,15964,2684
1516,17152,1652
-84,15084,1612
-440,14088,4240
-8224,19776,1368
-1640,11192,3000
964,20120,2516
-1804,14784,2756
-3788,13712,2820
-1128,16592,2772
1336,13316,2332
-796,12088,6040
-10988,26816,4728
-7492,7416,4344
-6524,15264,4440
-4944,12196,5700
-3324,13688,5328
-2772,14172,4988
-4440,12864,4856
-5800,15604,4028
-4232,13828,3116
-4240,15416,3224
-4860,14340,2720
-4576,16184,2356
-3824,15840,2380
-3636,15584,1592
-3048,15804,1324
-3976,15892,360
-4312,18864,1528
-260,13632,1992
-748,15156,2744
2180,12636,228
1800,19016,1312
-860,13148,1028
-3776,18020,1588
-1880,12996,1272
-3284,15928,716
-1768,13304,2564
-3196,16228,364
-1992,16200,3344
-1280,15680,1060
1420,18184,5024
-3500,13828,3424
-2572,18508,6056
-10464,19156,7664
2392,17108,4792
-2884,17356,4860
-6636,12224,5936
-3856,13676,5080
-796,14144,5872
-1076,15136,5032
-2464,14532,4152
-2052,16372,4388
-2064,14796,3740
-4696,15516,2980
-4120,15892,2244
-3336,14788,1944
-3276,17100,2312
-3236,15324,2080
-1848,15692,1860
-2564,16040,2144
-2532,15412,1820
-3540,15528,2128
-2840,15680,1780
-2496,16032,1528
-1848,15968,1848
-1692,15976,1980
-1960,15868,1884
-2576,15780,1892
