-4500,12052,2732
-960,13224,2276
824,12040,1384
-1360,14708,3492
-5352,20004,576
2988,18068,1624
-8308,21424,672
-7108,12184,6532
-6160,11872,1800
-5420,14828,-628
-10096,14464,2440
-8040,11232,1672
-5480,14400,676
-3648,15772,-468
-5712,14836,760
-5992,13580,1476
-5236,15272,2168
-2740,16080,-2212
-1652,16220,312
-7824,15572,5964
-7220,19268,5192
-3364,12220,-32
-3116,8032,2540
-8008,10736,2868
-11172,16168,2544
-7116,13500,988
-5520,17256,1096
-8588,15288,2920
-8396,12556,1100
-3480,13248,-556
-6920,16324,-2792
-5476,16896,-2700
-7304,13532,-1028
-8596,14696,-688
-7624,14020,-2652
-6412,12912,-3564
-1620,17588,-3164
-8392,18960,1368
-1764,13324,1264
-1828,17784,2780
-1360,14852,4508
-5660,13932,4920
-8328,12892,3896
-5344,14672,908
-5544,17052,3668
-3964,12824,256
-8092,16424,2276
-4000,13284,1096
-4324,17428,132
-4892,14712,2112
-5488,12376,2164
-8908,14908,1780
-4060,13884,1408
-5764,16148,1044
-4248,14300,716
-8304,15640,1020
-8280,14208,1912
-5216,14492,1236
-6272,15180,2228
-7524,15108,2632
-6880,14292,2440
-6924,14288,2876
-5752,13628,3040
-6584,13740,2824
-7404,13816,3136
-7232,12620,3124
-6004,14536,3172
-9040,12628,3772
-3436,14040,4420
704,20596,2644
-4168,14016,3816
-5344,11484,3864
-4316,12864,3668
-2912,15084,3724
-3168,16436,3680
-1652,15592,3792
-9140,16836,5100
-3192,13704,5760
-9668,12504,3484
-3604,16344,1128
-4832,15028,1996
-6300,12972,2116
-3940,14112,1032
-2504,16656,928
-1380,14852,836
-5176,16048,920
-4416,12408,2272
-4460,16076,2092
-3120,18164,276
-2296,17620,2692
-6836,15380,1224
-10724,14940,2476
-9696,18420,3992
-3372,16568,1808
-1356,11344,828
-32,12344,1504
-7580,16492,2148
-1568,21644,3032
668,15148,1116
-6348,22472,3272
-21460,13416,3740
-2644,12048,2812
-7124,11024,224
-6608,16016,1180
-6780,10472,2272
-6220,13448,920
-5068,15152,1072
-4820,14852,1560
-4012,13364,644
-5152,15076,1572
-4508,18884,828
-5520,15036,4960
-8588,12864,1248
-11388,16460,3656
-4448,9768,2380
-3264,13280,2764
-356,12676,3120
1632,13544,2264
-8880,23308,2128
1148,16092,3692
-8384,19848,1440
-9472,11764,4684
-4304,11184,2356
-7412,14452,1856
-7564,15508,2056
-6704,11848,1876
-4540,14076,632
-3884,14816,628
-4492,13880,592
-5044,12992,1568
-2656,16200,192
-4268,18992,1032
-3420,16228,1176
