44,16332,-2132
-56,16140,-2192
-128,16260,-1920
-28,16312,-1940
-124,16224,-1920
68,16092,-2348
664,16212,-2060
252,16340,-3224
-264,16296,-1952
-520,16104,-1984
-348,16132,-2156
-200,16244,-2248
-356,16176,-2056
-348,16060,-2228
-200,16088,-2112
-264,16128,-2164
-160,16008,-2164
-176,15980,-1976
-148,15936,-2164
-112,15140,-2080
192,14784,-2192
180,14116,-1808
268,14844,-1892
448,12904,-2376
1312,9856,-2544
4112,2356,820
-420,4468,-2084
6232,-4312,-14000
-572,4000,2308
2256,-6644,3736
-32768,-5004,255
-17288,1316,-13356
-8904,2544,-15544
-1896,2708,-19784
5276,3532,-27696
-100,1912,-17752
-920,2204,-17752
-800,2032,-17868
-704,2048,-17812
-604,2048,-17632
-712,1984,-17668
-756,1884,-17784
-804,2000,-17888
-708,1996,-17668
-768,1932,-17768
-724,2048,-17560
-640,1956,-17644
-680,2032,-17592
-576,2028,-17808
-740,2024,-17744
-668,2008,-17860
-700,1928,-17732
-844,1972,-17488
-676,2024,-17768
-684,1884,-17600
-768,1968,-17668
-720,1932,-17680
-800,1988,-17676
-736,2064,-17740
-672,1960,-17652
-708,2032,-17672
-788,2000,-17656
-748,1980,-17732
-596,2032,-17852
-688,2080,-17584
-800,2088,-17676
-784,2120,-17700
-664,1948,-17676
-648,2056,-17664
-692,2044,-17652
-748,2028,-17732
-740,1992,-17656
-584,2104,-17604
-748,2036,-17688
-648,2008,-17752
-640,2080,-17816
